,Unnamed: 0,id,text,analysis,pos
1749,1749,2051,мизер,"[{'text': 'мизер', 'analysis': [{'wt': 1, 'lex': 'мизер', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1750,1750,2052,микроскоп,"[{'text': 'микроскоп', 'analysis': [{'wt': 1, 'lex': 'микроскоп', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1751,1751,2053,микрофон,"[{'text': 'микрофон', 'analysis': [{'wt': 1, 'lex': 'микрофон', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1752,1752,2054,миксер,"[{'text': 'миксер', 'analysis': [{'wt': 1, 'lex': 'миксер', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1753,1753,2055,миленький,"[{'text': 'миленький', 'analysis': [{'wt': 1, 'lex': 'миленький', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1754,1754,2056,милиция,"[{'text': 'милиция', 'analysis': [{'wt': 1, 'lex': 'милиция', 'gr': 'S,жен,неод=им,ед'}]}]",S
1755,1755,2057,милосердный,"[{'text': 'милосердный', 'analysis': [{'wt': 1, 'lex': 'милосердный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1756,1756,2058,милость,"[{'text': 'милость', 'analysis': [{'wt': 1, 'lex': 'милость', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
1757,1757,2059,мимика,"[{'text': 'мимика', 'analysis': [{'wt': 1, 'lex': 'мимика', 'gr': 'S,жен,неод=им,ед'}]}]",S
1758,1758,2060,миниатюра,"[{'text': 'миниатюра', 'analysis': [{'wt': 1, 'lex': 'миниатюра', 'gr': 'S,жен,неод=им,ед'}]}]",S
1759,1759,2061,минимализм,"[{'text': 'минимализм', 'analysis': [{'wt': 1, 'lex': 'минимализм', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1760,1760,2062,миновать,"[{'text': 'миновать', 'analysis': [{'wt': 1, 'lex': 'миновать', 'gr': 'V,пе=(инф,несов|инф,сов)'}]}]",V
1761,1761,2063,минус,"[{'text': 'минус', 'analysis': [{'wt': 0.8026124239, 'lex': 'минус', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1762,1762,2064,мир,"[{'text': 'мир', 'analysis': [{'wt': 0.9991432428, 'lex': 'мир', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1763,1763,2065,миска,"[{'text': 'миска', 'analysis': [{'wt': 1, 'lex': 'миска', 'gr': 'S,жен,неод=им,ед'}]}]",S
1764,1764,2066,младенец,"[{'text': 'младенец', 'analysis': [{'wt': 1, 'lex': 'младенец', 'gr': 'S,муж,од=им,ед'}]}]",S
1765,1765,2067,мнение,"[{'text': 'мнение', 'analysis': [{'wt': 1, 'lex': 'мнение', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1766,1766,2068,многоножка,"[{'text': 'многоножка', 'analysis': [{'wt': 0.4767778516, 'lex': 'многоножка', 'gr': 'S,жен,неод=им,ед'}]}]",S
1767,1767,2069,многоточие,"[{'text': 'многоточие', 'analysis': [{'wt': 1, 'lex': 'многоточие', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1768,1768,2070,многоэтажка,"[{'text': 'многоэтажка', 'analysis': [{'wt': 1, 'lex': 'многоэтажка', 'gr': 'S,жен,неод=им,ед', 'qual': 'bastard'}]}]",S
1769,1769,2071,множественный,"[{'text': 'множественный', 'analysis': [{'wt': 1, 'lex': 'множественный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1770,1770,2072,множество,"[{'text': 'множество', 'analysis': [{'wt': 1, 'lex': 'множество', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1771,1771,2073,мобильник,"[{'text': 'мобильник', 'analysis': [{'wt': 1, 'lex': 'мобильник', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1772,1772,2074,мобильность,"[{'text': 'мобильность', 'analysis': [{'wt': 1, 'lex': 'мобильность', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
1773,1773,2075,мода,"[{'text': 'мода', 'analysis': [{'wt': 1, 'lex': 'мода', 'gr': 'S,жен,неод=им,ед'}]}]",S
1774,1774,2076,модифицировать,"[{'text': 'модифицировать', 'analysis': [{'wt': 1, 'lex': 'модифицировать', 'gr': 'V,пе=(инф,несов|инф,сов)'}]}]",V
1775,1775,2077,мозаика,"[{'text': 'мозаика', 'analysis': [{'wt': 0.9733744264, 'lex': 'мозаика', 'gr': 'S,жен,неод=им,ед'}]}]",S
1776,1776,2078,мозг,"[{'text': 'мозг', 'analysis': [{'wt': 1, 'lex': 'мозг', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1777,1777,2079,мой,"[{'text': 'мой', 'analysis': [{'wt': 0.9971235991, 'lex': 'мой', 'gr': 'APRO=(вин,ед,муж,неод|им,ед,муж)'}]}]",APRO
1778,1778,2080,мокрый,"[{'text': 'мокрый', 'analysis': [{'wt': 1, 'lex': 'мокрый', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1779,1779,2081,Молдова,"[{'text': 'Молдова', 'analysis': [{'wt': 1, 'lex': 'молдова', 'gr': 'S,гео,ед,жен,неод=им'}]}]",S
1780,1780,2082,молитва,"[{'text': 'молитва', 'analysis': [{'wt': 1, 'lex': 'молитва', 'gr': 'S,жен,неод=им,ед'}]}]",S
1781,1781,2083,молния,"[{'text': 'молния', 'analysis': [{'wt': 1, 'lex': 'молния', 'gr': 'S,жен,неод=им,ед'}]}]",S
1782,1782,2084,молодой,"[{'text': 'молодой', 'analysis': [{'wt': 0.9970838428000001, 'lex': 'молодой', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж|пр,ед,полн,жен|дат,ед,полн,жен|род,ед,полн,жен|твор,ед,полн,жен)'}]}]",A
1783,1783,2086,молоко,"[{'text': 'молоко', 'analysis': [{'wt': 1, 'lex': 'молоко', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1784,1784,2087,молоток,"[{'text': 'молоток', 'analysis': [{'wt': 1, 'lex': 'молоток', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1785,1785,2088,молярный зуб,"[{'text': 'молярный', 'analysis': [{'wt': 1, 'lex': 'молярный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}, {'text': ' '}, {'text': 'зуб', 'analysis': [{'wt': 1, 'lex': 'зуб', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1786,1786,2089,монитор,"[{'text': 'монитор', 'analysis': [{'wt': 1, 'lex': 'монитор', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1787,1787,2090,монограмма,"[{'text': 'монограмма', 'analysis': [{'wt': 1, 'lex': 'монограмма', 'gr': 'S,жен,неод=им,ед'}]}]",S
1788,1788,2091,монолог,"[{'text': 'монолог', 'analysis': [{'wt': 1, 'lex': 'монолог', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1789,1789,2092,монотонный,"[{'text': 'монотонный', 'analysis': [{'wt': 1, 'lex': 'монотонный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1790,1790,2093,монтерские когти,"[{'text': 'монтерские', 'analysis': [{'wt': 1, 'lex': 'монтерский', 'gr': 'A=(вин,мн,полн,неод|им,мн,полн)'}]}, {'text': ' '}, {'text': 'когти', 'analysis': [{'wt': 0.9902618527, 'lex': 'коготь', 'gr': 'S,муж,неод=(вин,мн|им,мн)'}]}]",S
1791,1791,2094,мораль,"[{'text': 'мораль', 'analysis': [{'wt': 1, 'lex': 'мораль', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
1792,1792,2096,море,"[{'text': 'море', 'analysis': [{'wt': 0.9975054264000001, 'lex': 'море', 'gr': 'S,сред,неод=(пр,ед|вин,ед|им,ед)'}]}]",S
1793,1793,2097,морж,"[{'text': 'морж', 'analysis': [{'wt': 1, 'lex': 'морж', 'gr': 'S,муж,од=им,ед'}]}]",S
1794,1794,2098,морковка,"[{'text': 'морковка', 'analysis': [{'wt': 1, 'lex': 'морковка', 'gr': 'S,жен,неод=им,ед'}]}]",S
1795,1795,2099,морщина,"[{'text': 'морщина', 'analysis': [{'wt': 1, 'lex': 'морщина', 'gr': 'S,жен,неод=им,ед'}]}]",S
1796,1796,2100,Москва,"[{'text': 'Москва', 'analysis': [{'wt': 1, 'lex': 'москва', 'gr': 'S,гео,жен,неод=им,ед'}]}]",S
1797,1797,2101,мост,"[{'text': 'мост', 'analysis': [{'wt': 1, 'lex': 'мост', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1798,1798,2102,мотель,"[{'text': 'мотель', 'analysis': [{'wt': 1, 'lex': 'мотель', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1799,1799,2103,мотив,"[{'text': 'мотив', 'analysis': [{'wt': 1, 'lex': 'мотив', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1800,1800,2106,мотоцикл,"[{'text': 'мотоцикл', 'analysis': [{'wt': 1, 'lex': 'мотоцикл', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1801,1801,2107,моча,"[{'text': 'моча', 'analysis': [{'wt': 0.5448663235, 'lex': 'моча', 'gr': 'S,ед,жен,неод=им'}]}]",S
1802,1802,2108,мочь,"[{'text': 'мочь', 'analysis': [{'wt': 0.7298592329, 'lex': 'мочь', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
1803,1803,2109,мошенничество,"[{'text': 'мошенничество', 'analysis': [{'wt': 1, 'lex': 'мошенничество', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1804,1804,2110,мощность,"[{'text': 'мощность', 'analysis': [{'wt': 1, 'lex': 'мощность', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
1805,1805,2111,мощный,"[{'text': 'мощный', 'analysis': [{'wt': 1, 'lex': 'мощный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1806,1806,2113,мстить,"[{'text': 'мстить', 'analysis': [{'wt': 1, 'lex': 'мстить', 'gr': 'V,несов,нп=инф'}]}]",V
1807,1807,2114,мудрость,"[{'text': 'мудрость', 'analysis': [{'wt': 1, 'lex': 'мудрость', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
1808,1808,2115,муж,"[{'text': 'муж', 'analysis': [{'wt': 0.5224987268, 'lex': 'муж', 'gr': 'S,муж,од=им,ед'}]}]",S
1809,1809,2116,мужественность,"[{'text': 'мужественность', 'analysis': [{'wt': 1, 'lex': 'мужественность', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
1810,1810,2118,мужчина,"[{'text': 'мужчина', 'analysis': [{'wt': 1, 'lex': 'мужчина', 'gr': 'S,муж,од=им,ед'}]}]",S
1811,1811,2119,музей,"[{'text': 'музей', 'analysis': [{'wt': 1, 'lex': 'музей', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1812,1812,2120,музыка,"[{'text': 'музыка', 'analysis': [{'wt': 1, 'lex': 'музыка', 'gr': 'S,жен,неод=им,ед'}]}]",S
1813,1813,2121,музыкант,"[{'text': 'музыкант', 'analysis': [{'wt': 1, 'lex': 'музыкант', 'gr': 'S,муж,од=им,ед'}]}]",S
1814,1814,2122,мул,"[{'text': 'мул', 'analysis': [{'wt': 1, 'lex': 'мул', 'gr': 'S,муж,од=им,ед'}]}]",S
1815,1815,2123,мультимедийная презентация,"[{'text': 'мультимедийная', 'analysis': [{'wt': 1, 'lex': 'мультимедийный', 'gr': 'A=им,ед,полн,жен'}]}, {'text': ' '}, {'text': 'презентация', 'analysis': [{'wt': 1, 'lex': 'презентация', 'gr': 'S,жен,неод=им,ед'}]}]",S
1816,1816,2124,мультимедийный проектор,"[{'text': 'мультимедийный', 'analysis': [{'wt': 1, 'lex': 'мультимедийный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}, {'text': ' '}, {'text': 'проектор', 'analysis': [{'wt': 1, 'lex': 'проектор', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1817,1817,2125,мультфильм,"[{'text': 'мультфильм', 'analysis': [{'wt': 1, 'lex': 'мультфильм', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1818,1818,2126,муравей,"[{'text': 'муравей', 'analysis': [{'wt': 1, 'lex': 'муравей', 'gr': 'S,муж,од=им,ед'}]}]",S
1819,1819,2127,мусор,"[{'text': 'мусор', 'analysis': [{'wt': 0.9991687536, 'lex': 'мусор', 'gr': 'S,ед,муж,неод=(вин|им)'}]}]",S
1820,1820,2128,мутант,"[{'text': 'мутант', 'analysis': [{'wt': 0.6251385212, 'lex': 'мутант', 'gr': 'S,муж,од=им,ед'}]}]",S
1821,1821,2129,мутация,"[{'text': 'мутация', 'analysis': [{'wt': 1, 'lex': 'мутация', 'gr': 'S,жен,неод=им,ед'}]}]",S
1822,1822,2130,муха,"[{'text': 'муха', 'analysis': [{'wt': 0.9770658016, 'lex': 'муха', 'gr': 'S,жен,од=им,ед'}]}]",S
1823,1823,2131,мученичество,"[{'text': 'мученичество', 'analysis': [{'wt': 1, 'lex': 'мученичество', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1824,1824,2132,мучить,"[{'text': 'мучить', 'analysis': [{'wt': 1, 'lex': 'мучить', 'gr': 'V,несов=инф,пе'}]}]",V
1825,1825,2133,мы,"[{'text': 'мы', 'analysis': [{'wt': 1, 'lex': 'мы', 'gr': 'SPRO,мн,1-л=им'}]}]",SPRO
1826,1826,2134,мыло,"[{'text': 'мыло', 'analysis': [{'wt': 0.9311428666, 'lex': 'мыло', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1827,1827,2135,мыс,"[{'text': 'мыс', 'analysis': [{'wt': 1, 'lex': 'мыс', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1828,1828,2136,мысль,"[{'text': 'мысль', 'analysis': [{'wt': 1, 'lex': 'мысль', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
1829,1829,2137,мышь,"[{'text': 'мышь', 'analysis': [{'wt': 1, 'lex': 'мышь', 'gr': 'S,жен,од=(вин,ед|им,ед)'}]}]",S
1830,1830,2138,мягкий,"[{'text': 'мягкий', 'analysis': [{'wt': 1, 'lex': 'мягкий', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1831,1831,2140,мямлить,"[{'text': 'мямлить', 'analysis': [{'wt': 1, 'lex': 'мямлить', 'gr': 'V,несов,нп=инф'}]}]",V
1832,1832,2141,мясо,"[{'text': 'мясо', 'analysis': [{'wt': 0.9845688343000001, 'lex': 'мясо', 'gr': 'S,ед,сред,неод=(вин|им)'}]}]",S
1833,1833,2142,мята,"[{'text': 'мята', 'analysis': [{'wt': 0.8060247302, 'lex': 'мята', 'gr': 'S,жен,неод=им,ед'}]}]",S
1834,1834,2143,мятежный,"[{'text': 'мятежный', 'analysis': [{'wt': 1, 'lex': 'мятежный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1835,1835,2144,мятый,"[{'text': 'мятый', 'analysis': [{'wt': 0.320450455, 'lex': 'мять', 'gr': 'V,несов,пе=(прош,вин,ед,прич,полн,муж,страд,неод|прош,им,ед,прич,полн,муж,страд)'}]}]",V
1836,1836,2145,мять,"[{'text': 'мять', 'analysis': [{'wt': 1, 'lex': 'мять', 'gr': 'V,несов,пе=инф'}]}]",V
1837,1837,2146,мяч,"[{'text': 'мяч', 'analysis': [{'wt': 1, 'lex': 'мяч', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1838,1838,2147,мёд,"[{'text': 'мёд', 'analysis': [{'wt': 1, 'lex': 'мед', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1839,1839,2148,наблюдательность,"[{'text': 'наблюдательность', 'analysis': [{'wt': 1, 'lex': 'наблюдательность', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
1840,1840,2149,наблюдать,"[{'text': 'наблюдать', 'analysis': [{'wt': 1, 'lex': 'наблюдать', 'gr': 'V,несов,пе=инф'}]}]",V
1841,1841,2151,навес тент,"[{'text': 'навес', 'analysis': [{'wt': 1, 'lex': 'навес', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}, {'text': ' '}, {'text': 'тент', 'analysis': [{'wt': 1, 'lex': 'тент', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1842,1842,2152,навоз,"[{'text': 'навоз', 'analysis': [{'wt': 1, 'lex': 'навоз', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1843,1843,2153,навык,"[{'text': 'навык', 'analysis': [{'wt': 0.9751602411, 'lex': 'навык', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1844,1844,2154,наглый,"[{'text': 'наглый', 'analysis': [{'wt': 1, 'lex': 'наглый', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1845,1845,2155,награда,"[{'text': 'награда', 'analysis': [{'wt': 1, 'lex': 'награда', 'gr': 'S,жен,неод=им,ед'}]}]",S
1846,1846,2156,нагревание,"[{'text': 'нагревание', 'analysis': [{'wt': 1, 'lex': 'нагревание', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1847,1847,2157,надежный,"[{'text': 'надежный', 'analysis': [{'wt': 1, 'lex': 'надежный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1848,1848,2158,надеяться,"[{'text': 'надеяться', 'analysis': [{'wt': 1, 'lex': 'надеяться', 'gr': 'V,несов,нп=инф'}]}]",V
1849,1849,2159,надлежащий,"[{'text': 'надлежащий', 'analysis': [{'wt': 1, 'lex': 'надлежащий', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1850,1850,2160,надоело,"[{'text': 'надоело', 'analysis': [{'wt': 1, 'lex': 'надоедать', 'gr': 'V,нп=прош,ед,изъяв,сред,сов'}]}]",V
1851,1851,2161,надувать,"[{'text': 'надувать', 'analysis': [{'wt': 1, 'lex': 'надувать', 'gr': 'V,пе=инф,несов'}]}]",V
1852,1852,2162,надувать губы,"[{'text': 'надувать', 'analysis': [{'wt': 1, 'lex': 'надувать', 'gr': 'V,пе=инф,несов'}]}, {'text': ' '}, {'text': 'губы', 'analysis': [{'wt': 1, 'lex': 'губа', 'gr': 'S,жен,неод=(вин,мн|род,ед|им,мн)'}]}]",V
1853,1853,2163,надутый,"[{'text': 'надутый', 'analysis': [{'wt': 0.3499294221, 'lex': 'надутый', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1854,1854,2164,нажимать,"[{'text': 'нажимать', 'analysis': [{'wt': 1, 'lex': 'нажимать', 'gr': 'V,пе=инф,несов'}]}]",V
1855,1855,2165,назад,"[{'text': 'назад', 'analysis': [{'wt': 0.9988998771, 'lex': 'назад', 'gr': 'ADV='}]}]",ADV
1856,1856,2166,назвать,"[{'text': 'назвать', 'analysis': [{'wt': 1, 'lex': 'называть', 'gr': 'V,пе=инф,сов'}]}]",V
1857,1857,2167,назначать,"[{'text': 'назначать', 'analysis': [{'wt': 1, 'lex': 'назначать', 'gr': 'V,пе=инф,несов'}]}]",V
1858,1858,2168,назначение,"[{'text': 'назначение', 'analysis': [{'wt': 1, 'lex': 'назначение', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1859,1859,2169,назначенное время,"[{'text': 'назначенное', 'analysis': [{'wt': 1, 'lex': 'назначать', 'gr': 'V,пе=(прош,вин,ед,прич,полн,сред,сов,страд|прош,им,ед,прич,полн,сред,сов,страд)'}]}, {'text': ' '}, {'text': 'время', 'analysis': [{'wt': 1, 'lex': 'время', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",V
1860,1860,2170,называть,"[{'text': 'называть', 'analysis': [{'wt': 1, 'lex': 'называть', 'gr': 'V,пе=инф,несов'}]}]",V
1861,1861,2171,наигранный,"[{'text': 'наигранный', 'analysis': [{'wt': 0.7936311960000001, 'lex': 'наигранный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1862,1862,2172,наименьший,"[{'text': 'наименьший', 'analysis': [{'wt': 1, 'lex': 'маленький', 'gr': 'A=(вин,ед,полн,прев,муж,неод|им,ед,полн,прев,муж)'}]}]",A
1863,1863,2173,наказание,"[{'text': 'наказание', 'analysis': [{'wt': 1, 'lex': 'наказание', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1864,1864,2175,накидка,"[{'text': 'накидка', 'analysis': [{'wt': 1, 'lex': 'накидка', 'gr': 'S,жен,неод=им,ед'}]}]",S
1865,1865,2176,наклоняться,"[{'text': 'наклоняться', 'analysis': [{'wt': 1, 'lex': 'наклоняться', 'gr': 'V,нп=инф,несов'}]}]",V
1866,1866,2177,налог,"[{'text': 'налог', 'analysis': [{'wt': 1, 'lex': 'налог', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1867,1867,2178,намереваться,"[{'text': 'намереваться', 'analysis': [{'wt': 1, 'lex': 'намереваться', 'gr': 'V,несов,нп=инф'}]}]",V
1868,1868,2179,нападать,"[{'text': 'нападать', 'analysis': [{'wt': 0.7084681988, 'lex': 'нападать', 'gr': 'V,нп=(инф,несов|инф,сов)'}]}]",V
1869,1869,2181,наперсток,"[{'text': 'наперсток', 'analysis': [{'wt': 1, 'lex': 'наперсток', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1870,1870,2182,напильник,"[{'text': 'напильник', 'analysis': [{'wt': 1, 'lex': 'напильник', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1871,1871,2183,напиток,"[{'text': 'напиток', 'analysis': [{'wt': 1, 'lex': 'напиток', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1872,1872,2184,напольная плитка,"[{'text': 'напольная', 'analysis': [{'wt': 1, 'lex': 'напольный', 'gr': 'A=им,ед,полн,жен'}]}, {'text': ' '}, {'text': 'плитка', 'analysis': [{'wt': 1, 'lex': 'плитка', 'gr': 'S,жен,неод=им,ед'}]}]",S
1873,1873,2185,направление,"[{'text': 'направление', 'analysis': [{'wt': 1, 'lex': 'направление', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1874,1874,2186,напрасно,"[{'text': 'напрасно', 'analysis': [{'wt': 0.9963747859000001, 'lex': 'напрасно', 'gr': 'ADV='}]}]",ADV
1875,1875,2187,напротив,"[{'text': 'напротив', 'analysis': [{'wt': 0.7597113252000001, 'lex': 'напротив', 'gr': 'ADV,вводн='}]}]",ADV
1876,1876,2188,напряжение,"[{'text': 'напряжение', 'analysis': [{'wt': 1, 'lex': 'напряжение', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1877,1877,2189,напуганный,"[{'text': 'напуганный', 'analysis': [{'wt': 1, 'lex': 'напугать', 'gr': 'V,сов,пе=(прош,вин,ед,прич,полн,муж,страд,неод|прош,им,ед,прич,полн,муж,страд)'}]}]",V
1878,1878,2190,нарастающий,"[{'text': 'нарастающий', 'analysis': [{'wt': 1, 'lex': 'нарастать', 'gr': 'V,нп=(непрош,вин,ед,прич,полн,муж,несов,действ,неод|непрош,им,ед,прич,полн,муж,несов,действ)'}]}]",V
1879,1879,2191,наркотик,"[{'text': 'наркотик', 'analysis': [{'wt': 0.9921744466, 'lex': 'наркотик', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1880,1880,2192,наручники,"[{'text': 'наручники', 'analysis': [{'wt': 1, 'lex': 'наручник', 'gr': 'S,муж,неод=(вин,мн|им,мн)'}]}]",S
1881,1881,2193,нарушать,"[{'text': 'нарушать', 'analysis': [{'wt': 1, 'lex': 'нарушать', 'gr': 'V,пе=инф,несов'}]}]",V
1882,1882,2194,нарушение,"[{'text': 'нарушение', 'analysis': [{'wt': 1, 'lex': 'нарушение', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1883,1883,2195,нарядный,"[{'text': 'нарядный', 'analysis': [{'wt': 1, 'lex': 'нарядный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1884,1884,2196,нас,"[{'text': 'нас', 'analysis': [{'wt': 1, 'lex': 'мы', 'gr': 'SPRO,мн,1-л=(пр|вин|род)'}]}]",SPRO
1885,1885,2197,насекомые,"[{'text': 'насекомые', 'analysis': [{'wt': 1, 'lex': 'насекомое', 'gr': 'S,сред,од=им,мн'}]}]",S
1886,1886,2198,населять,"[{'text': 'населять', 'analysis': [{'wt': 1, 'lex': 'населять', 'gr': 'V,пе=инф,несов'}]}]",V
1887,1887,2199,насилие,"[{'text': 'насилие', 'analysis': [{'wt': 1, 'lex': 'насилие', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1888,1888,2200,наслаждаться,"[{'text': 'наслаждаться', 'analysis': [{'wt': 1, 'lex': 'наслаждаться', 'gr': 'V,нп=инф,несов'}]}]",V
1889,1889,2201,наследие,"[{'text': 'наследие', 'analysis': [{'wt': 1, 'lex': 'наследие', 'gr': 'S,сред,неод=(вин,ед|им,ед)'}]}]",S
1890,1890,2202,наследовать,"[{'text': 'наследовать', 'analysis': [{'wt': 1, 'lex': 'наследовать', 'gr': 'V,пе=(инф,несов|инф,сов)'}]}]",V
1891,1891,2203,наследственность,"[{'text': 'наследственность', 'analysis': [{'wt': 1, 'lex': 'наследственность', 'gr': 'S,жен,неод=(вин,ед|им,ед)'}]}]",S
1892,1892,2204,насос,"[{'text': 'насос', 'analysis': [{'wt': 1, 'lex': 'насос', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1893,1893,2205,настаивать,"[{'text': 'настаивать', 'analysis': [{'wt': 0.9829753637, 'lex': 'настаивать', 'gr': 'V,нп=инф,несов'}]}]",V
1894,1894,2206,настойчиво добиваться,"[{'text': 'настойчиво', 'analysis': [{'wt': 0.9904779792, 'lex': 'настойчиво', 'gr': 'ADV='}]}, {'text': ' '}, {'text': 'добиваться', 'analysis': [{'wt': 1, 'lex': 'добиваться', 'gr': 'V,нп=инф,несов'}]}]",V
1895,1895,2207,настольный теннис,"[{'text': 'настольный', 'analysis': [{'wt': 1, 'lex': 'настольный', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}, {'text': ' '}, {'text': 'теннис', 'analysis': [{'wt': 1, 'lex': 'теннис', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1896,1896,2208,настоящий,"[{'text': 'настоящий', 'analysis': [{'wt': 1, 'lex': 'настоящий', 'gr': 'A=(вин,ед,полн,муж,неод|им,ед,полн,муж)'}]}]",A
1897,1897,2209,натурализм,"[{'text': 'натурализм', 'analysis': [{'wt': 1, 'lex': 'натурализм', 'gr': 'S,муж,неод=(вин,ед|им,ед)'}]}]",S
1898,1898,2211,наука,"[{'text': 'наука', 'analysis': [{'wt': 1, 'lex': 'наука', 'gr': 'S,жен,неод=им,ед'}]}]",S
1899,1899,2212,находить,"[{'text': 'находить', 'analysis': [{'wt': 0.9929544926, 'lex': 'находить', 'gr': 'V=инф,несов'}]}]",V
